0	0
0.01	0
0.02	0
0.03	0
0.04	0
0.05	0
0.06	0
0.07	0
0.08	0
0.09	0
0.1	0
0.11	0
0.12	0
0.13	0
0.14	0
0.15	0
0.16	0
0.17	0
0.18	0
0.19	0
0.2	0
0.21	0
0.22	0
0.23	0
0.24	0
0.25	0
0.26	0
0.27	0
0.28	0
0.29	0
0.3	0
0.31	0
0.32	0
0.33	0
0.34	0
0.35	0
0.36	0
0.37	0
0.38	0
0.39	0
0.4	0
0.41	0
0.42	0
0.43	0
0.44	0
0.45	0
0.46	0
0.47	0
0.48	0
0.49	0
0.5	0
0.51	0
0.52	0
0.53	0
0.54	0
0.55	0
0.56	0
0.57	0
0.58	0
0.59	0
0.6	0
0.61	0
0.62	0
0.63	0
0.64	0
0.65	0
0.66	0
0.67	0
0.68	0
0.69	0
0.7	0
0.71	0
0.72	0
0.73	0
0.74	0
0.75	0
0.76	0
0.77	0
0.78	0
0.79	0
0.8	0
0.81	0
0.82	0
0.83	0
0.84	0
0.85	0
0.86	0
0.87	0
0.88	0
0.89	0
0.9	0
0.91	0
0.92	0
0.93	0
0.94	0
0.95	0
0.96	0
0.97	0
0.98	0
0.99	0
1	0
1.01	0
1.02	0
1.03	0
1.04	0
1.05	0
1.06	0
1.07	0
1.08	0
1.09	0
1.1	0
1.11	0
1.12	0
1.13	0
1.14	0
1.15	0
1.16	0
1.17	0
1.18	0
1.19	0
1.2	0
1.21	0
1.22	0
1.23	0
1.24	0
1.25	0
1.26	0
1.27	0
1.28	0
1.29	0.000001
1.3	0.000001
1.31	0.000001
1.32	0.000001
1.33	0.000001
1.34	0.000001
1.35	0.000001
1.36	0.000002
1.37	0.000002
1.38	0.000002
1.39	0.000002
1.4	0.000003
1.41	0.000003
1.42	0.000003
1.43	0.000004
1.44	0.000004
1.45	0.000005
1.46	0.000005
1.47	0.000006
1.48	0.000006
1.49	0.000007
1.5	0.000008
1.51	0.000008
1.52	0.000009
1.53	0.00001
1.54	0.000011
1.55	0.000012
1.56	0.000013
1.57	0.000014
1.58	0.000015
1.59	0.000016
1.6	0.000017
1.61	0.000019
1.62	0.00002
1.63	0.000021
1.64	0.000023
1.65	0.000024
1.66	0.000026
1.67	0.000028
1.68	0.00003
1.69	0.000031
1.7	0.000033
1.71	0.000035
1.72	0.000037
1.73	0.00004
1.74	0.000042
1.75	0.000044
1.76	0.000047
1.77	0.00012
1.78	0.000052
1.79	0.000054
1.8	0.000057
1.81	0.00002
1.82	0.000021
1.83	0.000035
1.84	0.000023
1.85	0.000024
1.86	0.000025
1.87	0.000026
1.88	0.000018
1.89	0.000019
1.9	0.00002
1.91	0.000021
1.92	0.000022
1.93	0.000022
1.94	0.000023
1.95	0.000024
1.96	0.000025
1.97	0.000026
1.98	0.000027
1.99	0.000028
2	0.000029
2.01	0.00003
2.02	0.000031
2.03	0.000032
2.04	0.000033
2.05	0.000034
2.06	0.000035
2.07	0.000036
2.08	0.000038
2.09	0.000039
2.1	0.00004
2.11	0.000041
2.12	0.000042
2.13	0.000044
2.14	0.000045
2.15	0.000046
2.16	0.000047
2.17	0.000049
2.18	0.00005
2.19	0.000051
2.2	0.000053
2.21	0.000054
2.22	0.000055
2.23	0.000057
2.24	0.000058
2.25	0.000059
2.26	0.000061
2.27	0.000062
2.28	0.000064
2.29	0.000056
2.3	0.000058
2.31	0.000059
2.32	0.00006
2.33	0.000061
2.34	0.000063
2.35	0.000064
2.36	0.000065
2.37	0.000067
2.38	0.000068
2.39	0.000069
2.4	0.000071
2.41	0.000072
2.42	0.000073
2.43	0.000075
2.44	0.000076
2.45	0.000077
2.46	0.000079
2.47	0.00008
2.48	0.000082
2.49	0.000083
2.5	0.000084
2.51	0.000086
2.52	0.000087
2.53	0.000089
2.54	0.00009
2.55	0.000092
2.56	0.000093
2.57	0.000095
2.58	0.000091
2.59	0.000092
2.6	0.000093
2.61	0.000095
2.62	0.000096
2.63	0.000097
2.64	0.000099
2.65	0.0001
2.66	0.000102
2.67	0.000103
2.68	0.000105
2.69	0.000106
2.7	0.000107
2.71	0.000109
2.72	0.00011
2.73	0.000112
2.74	0.000113
2.75	0.000115
2.76	0.000116
2.77	0.000118
2.78	0.000119
2.79	0.000121
2.8	0.000122
2.81	0.000124
2.82	0.00012
2.83	0.000121
2.84	0.000123
2.85	0.000124
2.86	0.000126
2.87	0.000127
2.88	0.000128
2.89	0.00013
2.9	0.000131
2.91	0.000133
2.92	0.000134
2.93	0.000136
2.94	0.000137
2.95	0.000139
2.96	0.00014
2.97	0.000142
2.98	0.000143
2.99	0.000144
3	0.000146
3.01	0.000147
3.02	0.000149
3.03	0.00015
3.04	0.000152
3.05	0.000153
3.06	0.000155
3.07	0.000156
3.08	0.000158
3.09	0.000159
3.1	0.000161
3.11	0.000162
3.12	0.000164
3.13	0.000165
3.14	0.000167
3.15	0.000168
3.16	0.00017
3.17	0.000171
3.18	0.000173
3.19	0.000174
3.2	0.000176
3.21	0.000177
3.22	0.000179
3.23	0.00018
3.24	0.000182
3.25	0.000183
3.26	0.000185
3.27	0.000186
3.28	0.000188
3.29	0.000189
3.3	0.000191
3.31	0.000192
3.32	0.000194
3.33	0.000195
3.34	0.000197
3.35	0.000199
3.36	0.0002
3.37	0.000202
3.38	0.000203
3.39	0.000205
3.4	0.000206
3.41	0.000208
3.42	0.000209
3.43	0.000211
3.44	0.000212
3.45	0.000214
3.46	0.000216
3.47	0.000217
3.48	0.000219
3.49	0.00022
3.5	0.000222
3.51	0.000223
3.52	0.000225
3.53	0.000226
3.54	0.000228
3.55	0.000229
3.56	0.000231
3.57	0.000233
3.58	0.000234
3.59	0.000236
3.6	0.000237
3.61	0.000239
3.62	0.00024
3.63	0.000242
3.64	0.000243
3.65	0.000245
3.66	0.000247
3.67	0.000248
3.68	0.00025
3.69	0.000251
3.7	0.000253
3.71	0.000254
3.72	0.000256
3.73	0.000258
3.74	0.000259
3.75	0.000261
3.76	0.000262
3.77	0.000264
3.78	0.000265
3.79	0.000267
3.8	0.000268
3.81	0.00027
3.82	0.000272
3.83	0.000273
3.84	0.000275
3.85	0.000276
3.86	0.000278
3.87	0.000279
3.88	0.000281
3.89	0.000283
3.9	0.000284
3.91	0.000286
3.92	0.000287
3.93	0.000289
3.94	0.00029
3.95	0.000292
3.96	0.000293
3.97	0.000295
3.98	0.000297
3.99	0.000298
4	0.0003
4.01	0.000301
4.02	0.000303
4.03	0.000304
4.04	0.000306
4.05	0.000307
4.06	0.000309
4.07	0.00031
4.08	0.000312
4.09	0.000313
4.1	0.000315
4.11	0.000317
4.12	0.000318
4.13	0.00032
4.14	0.000321
4.15	0.000323
4.16	0.000324
4.17	0.000326
4.18	0.000327
4.19	0.000329
4.2	0.00033
4.21	0.000332
4.22	0.000333
4.23	0.000335
4.24	0.000336
4.25	0.000338
4.26	0.000339
4.27	0.000341
4.28	0.000342
4.29	0.000344
4.3	0.000345
4.31	0.000347
4.32	0.000348
4.33	0.00035
4.34	0.000351
4.35	0.000353
4.36	0.000354
4.37	0.000356
4.38	0.000357
4.39	0.000359
4.4	0.00036
4.41	0.000362
4.42	0.000363
4.43	0.000365
4.44	0.000366
4.45	0.000367
4.46	0.000369
4.47	0.00037
4.48	0.000372
4.49	0.000373
4.5	0.000375
4.51	0.000376
4.52	0.000378
4.53	0.000379
4.54	0.00038
4.55	0.000382
4.56	0.000383
4.57	0.000385
4.58	0.000386
4.59	0.000387
